,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,-1.0,0.0,4.372735938989514,0.05268292682926829,6.525614754098361,0.0,0.0,0.02165087956698241,0.166189111747851,0.002902757619738752,0.0,0.0015220700152207,5.62063492063492,0.0,0.0,4.115646258503402,0.08064516129032258,0.0,9.0675,0.0,0.0,7.106761565836299,4.489130434782608,0.0,0.07920792079207921,0.0,0.6967741935483871,8.175182481751825,0.0,0.0,0.0,0.0,0.0,1.1166666666666667,0.0
1,0.0,-1.0,0.0,0.025365853658536587,0.555327868852459,0.009378663540445486,0.2611036339165545,0.0,0.16332378223495703,0.0,0.08270676691729323,0.0,0.0,0.0,0.004,0.0,0.0,11.014925373134329,0.0,9.061696658097686,0.0031645569620253164,0.0,0.0,0.07171314741035857,0.09405940594059406,0.01507537688442211,2.7419354838709675,0.0,5.144329896907217,0.0,0.0,0.021505376344086023,0.0,0.05,0.04081632653061224
2,4.372735938989514,0.0,-1.0,0.0224390243902439,3.4620901639344264,0.0,0.0,0.02165087956698241,0.336676217765043,0.002902757619738752,0.0,0.0015220700152207,2.0095238095238095,0.0018587360594795538,0.0,2.512471655328798,0.07373271889400922,0.0024875621890547263,4.61,0.0,0.0,3.5160142348754446,2.6884057971014492,0.0,0.4504950495049505,0.0,1.1548387096774193,7.700729927007299,0.0,0.0,0.0625,0.0,0.0,1.3333333333333333,0.0
3,0.05268292682926829,0.025365853658536587,0.0224390243902439,-1.0,0.11168032786885246,0.03634232121922626,0.19380888290713325,0.16373477672530445,0.37392550143266473,0.09579100145137881,0.06766917293233082,0.0867579908675799,0.044444444444444446,0.04275092936802974,0.09,0.09523809523809523,0.23963133640552994,0.07960199004975124,0.02,0.010282776349614395,0.08227848101265822,0.05338078291814947,0.010869565217391304,0.06772908366533864,0.41089108910891087,0.005025125628140704,0.09032258064516129,0.0,0.24742268041237114,0.061855670103092786,0.08333333333333333,0.053763440860215055,0.044444444444444446,1.25,0.0
4,6.525614754098361,0.555327868852459,3.4620901639344264,0.11168032786885246,-1.0,0.08558030480656506,0.026917900403768506,0.012178619756427604,0.22063037249283668,0.005805515239477504,0.015037593984962405,0.0015220700152207,3.3603174603174604,0.0018587360594795538,0.616,3.7346938775510203,0.11290322580645161,1.1218905472636815,4.6575,0.42930591259640105,1.129746835443038,4.93950177935943,2.4855072463768115,0.21115537848605578,0.6188118811881188,0.35678391959798994,1.5096774193548388,8.233576642335766,1.1237113402061856,0.0,0.5625,0.0,0.0,2.7,0.8163265306122449
5,0.0,0.009378663540445486,0.0,0.03634232121922626,0.08558030480656506,-1.0,0.22476446837146702,0.008119079837618403,0.07449856733524356,0.0,5.415037593984962,0.0,0.0015873015873015873,0.0,0.0,0.0,0.02304147465437788,0.004975124378109453,0.0,0.02056555269922879,0.0,0.0,0.0,4.553784860557769,0.0,0.0,2.0516129032258066,0.0,0.14432989690721648,0.0,0.09375,3.7311827956989245,0.0,0.0,0.0
6,0.0,0.2611036339165545,0.0,0.19380888290713325,0.026917900403768506,0.22476446837146702,-1.0,3.294993234100135,0.027220630372492838,6.612481857764877,0.31278195488721805,5.756468797564688,0.0015873015873015873,3.2490706319702602,0.53,0.009070294784580499,4.2949308755760365,0.43781094527363185,0.0,0.17480719794344474,0.4272151898734177,0.0035587188612099642,0.0036231884057971015,0.38645418326693226,2.5841584158415842,0.10552763819095477,0.09032258064516129,0.0,0.041237113402061855,4.938144329896907,0.03125,0.1935483870967742,4.955555555555556,1.4166666666666667,0.24489795918367346
7,0.02165087956698241,0.0,0.02165087956698241,0.16373477672530445,0.012178619756427604,0.008119079837618403,3.294993234100135,-1.0,0.08452722063037249,3.5152394775036284,0.006015037593984963,4.719939117199391,0.02857142857142857,3.907063197026022,0.0,0.061224489795918366,2.0046082949308754,0.007462686567164179,0.045,0.0,0.0,0.010676156583629894,0.17391304347826086,0.00796812749003984,0.6089108910891089,0.0,0.0064516129032258064,0.021897810218978103,0.0,1.8041237113402062,0.0,0.0,4.5777777777777775,0.48333333333333334,0.0
8,0.166189111747851,0.16332378223495703,0.336676217765043,0.37392550143266473,0.22063037249283668,0.07449856733524356,0.027220630372492838,0.08452722063037249,-1.0,0.040638606676342524,0.05413533834586466,0.015220700152207,0.046031746031746035,0.024163568773234202,0.234,0.11791383219954649,0.07373271889400922,0.23383084577114427,0.1225,0.061696658097686374,0.1550632911392405,0.03914590747330961,0.018115942028985508,0.09561752988047809,0.21782178217821782,0.09547738693467336,0.2129032258064516,0.021897810218978103,0.041237113402061855,0.0,0.010416666666666666,0.043010752688172046,0.03333333333333333,0.48333333333333334,0.0
9,0.002902757619738752,0.0,0.002902757619738752,0.09579100145137881,0.005805515239477504,0.0,6.612481857764877,3.5152394775036284,0.040638606676342524,-1.0,0.0,6.312024353120243,0.0031746031746031746,4.029739776951673,0.006,0.0022675736961451248,3.3824884792626726,0.009950248756218905,0.0,0.0,0.0,0.0071174377224199285,0.028985507246376812,0.0,2.628712871287129,0.0,0.0,0.0,0.0,4.783505154639175,0.0,0.0,4.644444444444445,0.35,0.0
